category,original_path,cached_path,split,label,defect_type
bottle,/Users/juju/Downloads/archive/bottle/train/good/075.png,bottle/train/normal/075.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/074.png,bottle/test/normal/074.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/060.png,bottle/train/normal/060.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/048.png,bottle/train/normal/048.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/100.png,bottle/train/normal/100.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/114.png,bottle/train/normal/114.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/128.png,bottle/train/normal/128.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/102.png,bottle/train/normal/102.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/116.png,bottle/train/normal/116.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/076.png,bottle/train/normal/076.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/062.png,bottle/val/normal/062.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/089.png,bottle/train/normal/089.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/088.png,bottle/train/normal/088.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/063.png,bottle/train/normal/063.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/077.png,bottle/train/normal/077.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/117.png,bottle/train/normal/117.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/103.png,bottle/train/normal/103.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/107.png,bottle/train/normal/107.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/113.png,bottle/train/normal/113.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/073.png,bottle/train/normal/073.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/067.png,bottle/train/normal/067.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/098.png,bottle/train/normal/098.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/099.png,bottle/train/normal/099.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/066.png,bottle/train/normal/066.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/072.png,bottle/train/normal/072.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/112.png,bottle/train/normal/112.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/106.png,bottle/train/normal/106.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/110.png,bottle/train/normal/110.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/104.png,bottle/train/normal/104.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/138.png,bottle/train/normal/138.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/064.png,bottle/train/normal/064.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/070.png,bottle/val/normal/070.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/058.png,bottle/val/normal/058.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/059.png,bottle/test/normal/059.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/071.png,bottle/train/normal/071.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/065.png,bottle/train/normal/065.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/139.png,bottle/train/normal/139.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/105.png,bottle/val/normal/105.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/111.png,bottle/train/normal/111.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/108.png,bottle/train/normal/108.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/134.png,bottle/train/normal/134.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/120.png,bottle/train/normal/120.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/068.png,bottle/train/normal/068.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/040.png,bottle/val/normal/040.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/054.png,bottle/train/normal/054.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/083.png,bottle/train/normal/083.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/097.png,bottle/train/normal/097.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/096.png,bottle/train/normal/096.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/082.png,bottle/train/normal/082.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/055.png,bottle/test/normal/055.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/041.png,bottle/train/normal/041.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/069.png,bottle/train/normal/069.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/121.png,bottle/train/normal/121.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/135.png,bottle/train/normal/135.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/109.png,bottle/train/normal/109.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/123.png,bottle/train/normal/123.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/137.png,bottle/test/normal/137.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/057.png,bottle/train/normal/057.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/043.png,bottle/train/normal/043.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/094.png,bottle/train/normal/094.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/080.png,bottle/train/normal/080.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/081.png,bottle/train/normal/081.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/095.png,bottle/test/normal/095.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/042.png,bottle/train/normal/042.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/056.png,bottle/train/normal/056.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/136.png,bottle/train/normal/136.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/122.png,bottle/train/normal/122.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/126.png,bottle/val/normal/126.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/132.png,bottle/train/normal/132.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/052.png,bottle/val/normal/052.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/046.png,bottle/train/normal/046.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/091.png,bottle/train/normal/091.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/085.png,bottle/train/normal/085.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/084.png,bottle/train/normal/084.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/090.png,bottle/val/normal/090.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/047.png,bottle/train/normal/047.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/053.png,bottle/train/normal/053.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/133.png,bottle/val/normal/133.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/127.png,bottle/train/normal/127.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/131.png,bottle/val/normal/131.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/125.png,bottle/train/normal/125.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/119.png,bottle/train/normal/119.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/045.png,bottle/test/normal/045.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/051.png,bottle/train/normal/051.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/079.png,bottle/train/normal/079.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/086.png,bottle/train/normal/086.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/092.png,bottle/train/normal/092.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/093.png,bottle/train/normal/093.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/087.png,bottle/train/normal/087.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/078.png,bottle/train/normal/078.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/050.png,bottle/train/normal/050.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/044.png,bottle/train/normal/044.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/118.png,bottle/train/normal/118.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/124.png,bottle/train/normal/124.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/130.png,bottle/train/normal/130.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/157.png,bottle/train/normal/157.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/143.png,bottle/train/normal/143.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/194.png,bottle/test/normal/194.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/180.png,bottle/train/normal/180.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/023.png,bottle/train/normal/023.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/037.png,bottle/train/normal/037.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/208.png,bottle/train/normal/208.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/036.png,bottle/train/normal/036.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/022.png,bottle/val/normal/022.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/181.png,bottle/train/normal/181.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/195.png,bottle/train/normal/195.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/142.png,bottle/train/normal/142.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/156.png,bottle/train/normal/156.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/168.png,bottle/val/normal/168.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/140.png,bottle/train/normal/140.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/154.png,bottle/train/normal/154.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/183.png,bottle/train/normal/183.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/197.png,bottle/test/normal/197.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/008.png,bottle/train/normal/008.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/034.png,bottle/train/normal/034.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/020.png,bottle/train/normal/020.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/021.png,bottle/train/normal/021.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/035.png,bottle/train/normal/035.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/009.png,bottle/test/normal/009.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/196.png,bottle/val/normal/196.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/182.png,bottle/train/normal/182.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/155.png,bottle/train/normal/155.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/141.png,bottle/train/normal/141.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/169.png,bottle/train/normal/169.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/145.png,bottle/train/normal/145.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/151.png,bottle/train/normal/151.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/179.png,bottle/val/normal/179.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/186.png,bottle/train/normal/186.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/192.png,bottle/train/normal/192.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/031.png,bottle/train/normal/031.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/025.png,bottle/train/normal/025.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/019.png,bottle/test/normal/019.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/018.png,bottle/train/normal/018.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/024.png,bottle/train/normal/024.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/030.png,bottle/train/normal/030.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/193.png,bottle/train/normal/193.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/187.png,bottle/train/normal/187.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/178.png,bottle/train/normal/178.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/150.png,bottle/train/normal/150.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/144.png,bottle/train/normal/144.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/152.png,bottle/val/normal/152.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/146.png,bottle/train/normal/146.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/191.png,bottle/train/normal/191.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/185.png,bottle/train/normal/185.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/026.png,bottle/train/normal/026.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/032.png,bottle/train/normal/032.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/033.png,bottle/test/normal/033.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/027.png,bottle/train/normal/027.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/184.png,bottle/train/normal/184.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/190.png,bottle/train/normal/190.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/147.png,bottle/val/normal/147.png,val,normal,good
bottle,/Users/juju/Downloads/archive/bottle/train/good/153.png,bottle/train/normal/153.png,train,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/002.png,bottle/test/normal/002.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/016.png,bottle/test/normal/016.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/017.png,bottle/test/normal/017.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/003.png,bottle/test/normal/003.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/015.png,bottle/test/normal/015.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/001.png,bottle/test/normal/001.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/000.png,bottle/test/normal/000.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/014.png,bottle/test/normal/014.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/010.png,bottle/test/normal/010.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/004.png,bottle/test/normal/004.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/005.png,bottle/test/normal/005.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/011.png,bottle/test/normal/011.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/007.png,bottle/test/normal/007.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/013.png,bottle/test/normal/013.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/012.png,bottle/test/normal/012.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/006.png,bottle/test/normal/006.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/008.png,bottle/test/normal/008.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/009.png,bottle/test/normal/009.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/019.png,bottle/test/normal/019.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/good/018.png,bottle/test/normal/018.png,test,normal,good
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/002.png,bottle/test/defective/broken_large/002.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/016.png,bottle/test/defective/broken_large/016.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/017.png,bottle/test/defective/broken_large/017.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/003.png,bottle/test/defective/broken_large/003.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/015.png,bottle/test/defective/broken_large/015.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/001.png,bottle/test/defective/broken_large/001.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/000.png,bottle/test/defective/broken_large/000.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/014.png,bottle/test/defective/broken_large/014.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/010.png,bottle/test/defective/broken_large/010.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/004.png,bottle/test/defective/broken_large/004.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/005.png,bottle/test/defective/broken_large/005.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/011.png,bottle/test/defective/broken_large/011.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/007.png,bottle/test/defective/broken_large/007.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/013.png,bottle/test/defective/broken_large/013.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/012.png,bottle/test/defective/broken_large/012.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/006.png,bottle/test/defective/broken_large/006.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/008.png,bottle/test/defective/broken_large/008.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/009.png,bottle/test/defective/broken_large/009.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/019.png,bottle/test/defective/broken_large/019.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_large/018.png,bottle/test/defective/broken_large/018.png,test,defective,broken_large
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/002.png,bottle/test/defective/broken_small/002.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/016.png,bottle/test/defective/broken_small/016.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/017.png,bottle/test/defective/broken_small/017.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/003.png,bottle/test/defective/broken_small/003.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/015.png,bottle/test/defective/broken_small/015.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/001.png,bottle/test/defective/broken_small/001.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/000.png,bottle/test/defective/broken_small/000.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/014.png,bottle/test/defective/broken_small/014.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/010.png,bottle/test/defective/broken_small/010.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/004.png,bottle/test/defective/broken_small/004.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/005.png,bottle/test/defective/broken_small/005.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/011.png,bottle/test/defective/broken_small/011.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/007.png,bottle/test/defective/broken_small/007.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/013.png,bottle/test/defective/broken_small/013.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/012.png,bottle/test/defective/broken_small/012.png,test,defective,broken_small
bottle,/Users/juju/Downloads/archive/bottle/test/broken_small/006.png,bottle/test/defective/broken_small/006.png,test,defective,broken_small
